"Term_Code","Term_Desc","Level","CRN","Subject","Number","Section","Session","Course_Status","Title","Meeting_Days","Meeting_Times","Building","Room","Seats_Avail","Start_Date","End_Date","Instructor","course_id","Campus","Delivery_Method","LOCATION"
202620,"Spring Term 2026",Undergraduate,20524,MATH,2924,001,01,Active,"CALCULUS II",MWF,"01:00 pm-01:50 pm",Corley,102,"14 / 30 / 32",1/12/2026,5/6/2026,"Myers, Jeanine L.","MATH 2924 001, CRN-20524",M,,"Russellville On-campus"
202620,"Spring Term 2026",Undergraduate,20524,MATH,2924,001,01,Active,"CALCULUS II",R,"01:00 pm-02:20 pm",Corley,102,"14 / 30 / 32",1/12/2026,5/6/2026,"Myers, Jeanine L.","MATH 2924 001, CRN-20524",M,,"Russellville On-campus"
202620,"Spring Term 2026",Undergraduate,20521,MATH,2924,002,01,Active,"CALCULUS II",MWF,"12:00 pm-12:50 pm",Rothwell,206,"-3 / 32 / 32",1/12/2026,5/6/2026,"Limperis, Thomas G.","MATH 2924 002, CRN-20521",M,,"Russellville On-campus"
202620,"Spring Term 2026",Undergraduate,20521,MATH,2924,002,01,Active,"CALCULUS II",T,"01:00 pm-02:20 pm",Rothwell,206,"-3 / 32 / 32",1/12/2026,5/6/2026,"Limperis, Thomas G.","MATH 2924 002, CRN-20521",M,,"Russellville On-campus"
202620,"Spring Term 2026",Undergraduate,20522,MATH,2924,003,01,Active,"CALCULUS II",MWF,"10:00 am-10:50 am",Rothwell,306,"3 / 30 / 40",1/12/2026,5/6/2026,"Limperis, Thomas G.","MATH 2924 003, CRN-20522",M,,"Russellville On-campus"
202620,"Spring Term 2026",Undergraduate,20522,MATH,2924,003,01,Active,"CALCULUS II",R,"09:30 am-10:50 am",Rothwell,206,"3 / 30 / 32",1/12/2026,5/6/2026,"Limperis, Thomas G.","MATH 2924 003, CRN-20522",M,,"Russellville On-campus"
202620,"Spring Term 2026",Undergraduate,20525,MATH,2934,001,01,Active,"CALCULUS III",T,"09:30 am-10:50 am",Rothwell,207,"16 / 30 / 43",1/12/2026,5/6/2026,"Myers, Jeanine L.","MATH 2934 001, CRN-20525",M,,"Russellville On-campus"
202620,"Spring Term 2026",Undergraduate,20525,MATH,2934,001,01,Active,"CALCULUS III",MWF,"10:00 am-10:50 am",Rothwell,207,"16 / 30 / 43",1/12/2026,5/6/2026,"Myers, Jeanine L.","MATH 2934 001, CRN-20525",M,,"Russellville On-campus"
202620,"Spring Term 2026",Undergraduate,20526,MATH,2934,002,01,Active,"CALCULUS III",MWF,"11:00 am-11:50 am",Corley,101,"-3 / 30 / 42",1/12/2026,5/6/2026,"Myers, Jeanine L.","MATH 2934 002, CRN-20526",M,,"Russellville On-campus"
202620,"Spring Term 2026",Undergraduate,20526,MATH,2934,002,01,Active,"CALCULUS III",R,"11:00 am-12:20 pm",Corley,101,"-3 / 30 / 42",1/12/2026,5/6/2026,"Myers, Jeanine L.","MATH 2934 002, CRN-20526",M,,"Russellville On-campus"
202620,"Spring Term 2026",Undergraduate,20459,MATH,3033,001,01,Active,"METH TEACH ELEM MATH",TR,"11:00 am-12:20 pm",Corley,102,"14 / 25 / 32",1/12/2026,5/6/2026,"Taylor, Teresa L.","MATH 3033 001, CRN-20459",M,,"Russellville On-campus"
202620,"Spring Term 2026",Undergraduate,20460,MATH,3033,AT1,01,Canceled,"METH TEACH ELEM MATH",TBA,TBA,Unassigned,Unassigned,"25 / 25 / na",1/12/2026,5/6/2026,Staff,"MATH 3033 AT1, CRN-20460",M,"Web Only: Incl Proctored Exams","Russellville - Location Indeterminate"
202620,"Spring Term 2026",Undergraduate,20531,MATH,3123,001,01,Active,"COLLEGE GEOMETRY",MWF,"02:00 pm-02:50 pm",Corley,102,"20 / 25 / 32",1/12/2026,5/6/2026,"Overduin, Matthew D.","MATH 3123 001, CRN-20531",M,,"Russellville On-campus"
202620,"Spring Term 2026",Undergraduate,20527,MATH,3203,001,01,Active,"INTRO TO ANALYSIS",MWF,"08:00 am-08:50 am",Corley,268,"17 / 30 / 36",1/12/2026,5/6/2026,"Myers, Jeanine L.","MATH 3203 001, CRN-20527",M,,"Russellville On-campus"
202620,"Spring Term 2026",Undergraduate,21939,MATH,3203,H01,01,Active,"HONORS INTRO TO ANALYSIS",MWF,"08:00 am-08:50 am",Corley,268,"-2 / 0 / 36",1/12/2026,5/6/2026,"Myers, Jeanine L.","MATH 3203 H01, CRN-21939",M,,"Russellville On-campus"
202620,"Spring Term 2026",Undergraduate,20446,MATH,3243,001,01,Active,"DIFF EQUATIONS I",MWF,"10:00 am-10:50 am",Rothwell,206,"4 / 30 / 32",1/12/2026,5/6/2026,"Xiao, Xinli","MATH 3243 001, CRN-20446",M,,"Russellville On-campus"
202620,"Spring Term 2026",Undergraduate,20523,MATH,3243,002,01,Active,"DIFF EQUATIONS I",MWF,"09:00 am-09:50 am",Rothwell,212,"-1 / 33 / 56",1/12/2026,5/6/2026,"Limperis, Thomas G.","MATH 3243 002, CRN-20523",M,,"Russellville On-campus"
202620,"Spring Term 2026",Undergraduate,20447,MATH,4003,001,01,Active,"LINEAR ALGEBRA I",MWF,"09:00 am-09:50 am",Rothwell,206,"3 / 30 / 32",1/12/2026,5/6/2026,"Xiao, Xinli","MATH 4003 001, CRN-20447",M,,"Russellville On-campus"
202620,"Spring Term 2026",Undergraduate,20448,MATH,4971,001,01,Active,"MATHEMATICS SENIOR SEMINAR",T,"11:00 am-12:20 pm",Corley,101,"4 / 10 / 42",1/12/2026,5/6/2026,"Xiao, Xinli","MATH 4971 001, CRN-20448",M,,"Russellville On-campus"
202620,"Spring Term 2026",Undergraduate,21948,MATH,4993,001,01,Active,"SP: MATHEMATICAL MODELING",TBA,TBA,Unassigned,Unassigned,"-2 / 0 / na",1/12/2026,5/6/2026,"Limperis, Thomas G.","MATH 4993 001, CRN-21948",M,,"Russellville - Location Indeterminate"
202620,"Spring Term 2026",Graduate,20536,MATH,5173,TC1,01,Active,"ADVANCED BIOSTATISTICS",TBA,TBA,Unassigned,Unassigned,"10 / 10 / na",1/12/2026,5/6/2026,"Jordan, Scott M.","MATH 5173 TC1, CRN-20536",M,"Web Only: Incl Proctored Exams","Russellville - Location Indeterminate"
202620,"Spring Term 2026",Undergraduate,20465,STAT,2163,001,01,Active,"INTRO/STATISTICAL METHODS",MWF,"10:00 am-10:50 am",Rothwell,221,"1 / 30 / 50",1/12/2026,5/6/2026,"King, Jamie L.","STAT 2163 001, CRN-20465",M,,"Russellville On-campus"
202620,"Spring Term 2026",Undergraduate,20490,STAT,2163,002,01,Active,"INTRO/STATISTICAL METHODS",MWF,"09:00 am-09:50 am",Corley,104,"3 / 31 / 36",1/12/2026,5/6/2026,"Bain, Leslie M.","STAT 2163 002, CRN-20490",M,,"Russellville On-campus"
202620,"Spring Term 2026",Undergraduate,20492,STAT,2163,003,01,Active,"INTRO/STATISTICAL METHODS",TR,"01:00 pm-02:20 pm",Corley,104,"2 / 30 / 36",1/12/2026,5/6/2026,"Bain, Leslie M.","STAT 2163 003, CRN-20492",M,,"Russellville On-campus"
202620,"Spring Term 2026",Undergraduate,21132,STAT,2163,P01,01,Active,"INTRO/STATISTICAL METHODS",TBA,TBA,"Greenwood High School",GHS,"-1 / 22 / 99999",1/12/2026,5/6/2026,"Holland, Jeremy K.","STAT 2163 P01, CRN-21132",M,,"High School"
202620,"Spring Term 2026",Undergraduate,21139,STAT,2163,P02,01,Active,"INTRO/STATISTICAL METHODS",TBA,TBA,"Prairie Grove High School",PGHS,"-1 / 38 / 999",1/12/2026,5/6/2026,"Hubbard, Evan D.","STAT 2163 P02, CRN-21139",M,,"High School"
202620,"Spring Term 2026",Undergraduate,21893,STAT,2163,P03,01,Active,"INTRO/STATISTICAL METHODS",TBA,TBA,"Greenwood High School",GHS,"1 / 21 / 99999",1/12/2026,5/6/2026,"Holland, Jeremy K.","STAT 2163 P03, CRN-21893",M,,"High School"
202620,"Spring Term 2026",Undergraduate,20493,STAT,2163,TC1,01,Active,"INTRO/STATISTICAL METHODS",TBA,TBA,Unassigned,Unassigned,"7 / 31 / na",1/12/2026,5/6/2026,"Bain, Leslie M.","STAT 2163 TC1, CRN-20493",M,"Web Only: Incl Proctored Exams","Russellville - Location Indeterminate"
202620,"Spring Term 2026",Undergraduate,20494,STAT,2163,TC2,01,Active,"INTRO/STATISTICAL METHODS",TBA,TBA,Unassigned,Unassigned,"13 / 32 / na",1/12/2026,5/6/2026,"Bain, Leslie M.","STAT 2163 TC2, CRN-20494",M,"Web Only: Incl Proctored Exams","Russellville - Location Indeterminate"
202620,"Spring Term 2026",Undergraduate,20449,STAT,3113,001,01,Active,"REGRESSION ANALYSIS",MWF,"11:00 am-11:50 am",Rothwell,213,"15 / 30 / 40",1/12/2026,5/6/2026,"Xiao, Xinli","STAT 3113 001, CRN-20449",M,,"Russellville On-campus"
202620,"Spring Term 2026",Undergraduate,20532,STAT,3153,001,01,Active,"APPLIED STATISTICS",MWF,"09:00 am-09:50 am",Rothwell,207,"-1 / 30 / 43",1/12/2026,5/6/2026,"Jordan, Scott M.","STAT 3153 001, CRN-20532",M,,"Russellville On-campus"
202620,"Spring Term 2026",Undergraduate,20533,STAT,3153,002,01,Active,"APPLIED STATISTICS",MWF,"11:00 am-11:50 am",Corley,102,"5 / 30 / 32",1/12/2026,5/6/2026,"Jordan, Scott M.","STAT 3153 002, CRN-20533",M,,"Russellville On-campus"
202620,"Spring Term 2026",Undergraduate,20534,STAT,3183,001,01,Active,"STATISTICAL PROCESS CONTROL",MWF,"01:00 pm-01:50 pm",Rothwell,213,"1 / 32 / 40",1/12/2026,5/6/2026,"Jordan, Scott M.","STAT 3183 001, CRN-20534",M,,"Russellville On-campus"
202620,"Spring Term 2026",Undergraduate,20535,STAT,4173,TC1,01,Active,"ADVANCED BIOSTATISTICS",TBA,TBA,Unassigned,Unassigned,"5 / 15 / na",1/12/2026,5/6/2026,"Jordan, Scott M.","STAT 4173 TC1, CRN-20535",M,"Web Only: Incl Proctored Exams","Russellville - Location Indeterminate"
