Attempt,Status,Objective,BestBound,SolveSeconds,CandidateCount,SearchWorkers,SoftPenalty,SoftFindings,HardViolations,WorstOverload,Error
1,optimal,-1175.0,-1175.0,3.9533278000000003,9157,8,10.0,2,0,0.0,
