"Term_Code","Term_Desc","Level","CRN","Subject","Number","Section","Session","Course_Status","Title","Meeting_Days","Meeting_Times","Building","Room","Seats_Avail","Start_Date","End_Date","Instructor","course_id","Campus","Delivery_Method","LOCATION"
202670,"Fall Term 2026",Undergraduate,71800,MATH,1113,P03,01,Active,"COLLEGE ALGEBRA",TBA,TBA,"Ozark High School",OHS,"-1 / 18 / 99999",8/19/2026,12/11/2026,"Dalling, Heather","MATH 1113 P03, CRN-71800",M,,"High School"
202670,"Fall Term 2026",Undergraduate,71990,MATH,1113,P04,01,Active,"COLLEGE ALGEBRA",TBA,TBA,"Russellville High School",RHS,"-5 / 96 / 99999",8/19/2026,12/11/2026,"Hogan, Jessica L.","MATH 1113 P04, CRN-71990",M,,"High School"
202670,"Fall Term 2026",Undergraduate,72002,MATH,1113,P05,01,Active,"COLLEGE ALGEBRA",TBA,TBA,"Bauxite High School",BHS,"4 / 13 / 99999",8/19/2026,12/11/2026,"Hilderbrand, Jennifer","MATH 1113 P05, CRN-72002",M,,"High School"
202670,"Fall Term 2026",Undergraduate,72007,MATH,1113,P06,01,Active,"COLLEGE ALGEBRA",TBA,TBA,"Maumelle Charter High School",MCHS,"10 / 13 / 9999",8/19/2026,12/11/2026,"King, William H.","MATH 1113 P06, CRN-72007",M,,"High School"
202670,"Fall Term 2026",Undergraduate,72120,MATH,1113,P07,01,Active,"COLLEGE ALGEBRA",TBA,TBA,"Greenwood High School",GHS,"1 / 8 / 99999",8/19/2026,12/11/2026,"Holland, Jeremy K.","MATH 1113 P07, CRN-72120",M,,"High School"
202670,"Fall Term 2026",Undergraduate,72122,MATH,1113,P08,01,Active,"COLLEGE ALGEBRA",TBA,TBA,"Greenwood High School",GHS,"2 / 25 / 99999",8/19/2026,12/11/2026,"Holland, Jeremy K.","MATH 1113 P08, CRN-72122",M,,"High School"
202670,"Fall Term 2026",Undergraduate,72124,MATH,1113,P09,01,Active,"COLLEGE ALGEBRA",TBA,TBA,"Greenwood High School",GHS,"5 / 20 / 99999",8/19/2026,12/11/2026,"Holland, Jeremy K.","MATH 1113 P09, CRN-72124",M,,"High School"
202670,"Fall Term 2026",Undergraduate,72126,MATH,1113,P10,01,Active,"COLLEGE ALGEBRA",TBA,TBA,"Greenwood High School",GHS,"5 / 30 / 99999",8/19/2026,12/11/2026,"Holland, Jeremy K.","MATH 1113 P10, CRN-72126",M,,"High School"
202670,"Fall Term 2026",Undergraduate,72128,MATH,1113,P11,01,Active,"COLLEGE ALGEBRA",TBA,TBA,"Greenwood High School",GHS,"4 / 30 / 99999",8/19/2026,12/11/2026,"Holland, Jeremy K.","MATH 1113 P11, CRN-72128",M,,"High School"
202670,"Fall Term 2026",Undergraduate,72132,MATH,1113,P12,01,Active,"COLLEGE ALGEBRA",TBA,TBA,"Paris High School",PHS,"1 / 2 / 99999",8/19/2026,12/11/2026,"Gossard, Ronnye M.","MATH 1113 P12, CRN-72132",M,,"High School"
202670,"Fall Term 2026",Undergraduate,72136,MATH,1113,P13,01,Active,"COLLEGE ALGEBRA",TBA,TBA,"Van Buren High School",VBHS,"9 / 120 / 99999",8/19/2026,12/11/2026,"Salyer, Kellie S.","MATH 1113 P13, CRN-72136",M,,"High School"
202670,"Fall Term 2026",Undergraduate,70277,MATH,1113,TC1,01,Active,"COLLEGE ALGEBRA",TBA,TBA,Unassigned,Unassigned,"-28 / 0 / na",8/19/2026,12/11/2026,"Growns, Landon C.","MATH 1113 TC1, CRN-70277",M,"Web Only: Incl Proctored Exams","Russellville - Location Indeterminate"
202670,"Fall Term 2026",Undergraduate,70251,MATH,1113,TC2,01,Active,"COLLEGE ALGEBRA",TBA,TBA,Unassigned,Unassigned,"10 / 30 / na",8/19/2026,12/11/2026,"Ballard, Kasey L.","MATH 1113 TC2, CRN-70251",M,"Web Only: Incl Proctored Exams","Russellville - Location Indeterminate"
202670,"Fall Term 2026",Undergraduate,72140,MATH,1203,P01,01,Active,"PLANE TRIGONOMETRY",TBA,TBA,"Greenwood High School",GHS,"5 / 25 / 99999",8/19/2026,12/11/2026,"Billingsley, Daniel W.","MATH 1203 P01, CRN-72140",M,,"High School"
202670,"Fall Term 2026",Undergraduate,70281,MATH,1914,001,,Canceled,PRECALCULUS,TBA,TBA,Unassigned,Unassigned,"0 / 0 / na",,,Staff,"MATH 1914 001, CRN-70281",M,,"Russellville - Location Indeterminate"
202670,"Fall Term 2026",Undergraduate,70308,MATH,1914,002,01,Active,PRECALCULUS,R,"09:30 am-10:20 am",Corley,101,"-1 / 32 / 42",8/19/2026,12/11/2026,"Jordan, Susan M.","MATH 1914 002, CRN-70308",M,,"Russellville On-campus"
202670,"Fall Term 2026",Undergraduate,70308,MATH,1914,002,01,Active,PRECALCULUS,MWF,"10:00 am-10:50 am",Corley,101,"-1 / 32 / 42",8/19/2026,12/11/2026,"Jordan, Susan M.","MATH 1914 002, CRN-70308",M,,"Russellville On-campus"
202670,"Fall Term 2026",Undergraduate,70309,MATH,1914,003,01,Active,PRECALCULUS,MWF,"02:00 pm-02:50 pm",Corley,101,"2 / 32 / 42",8/19/2026,12/11/2026,"Jordan, Susan M.","MATH 1914 003, CRN-70309",M,,"Russellville On-campus"
202670,"Fall Term 2026",Undergraduate,70309,MATH,1914,003,01,Active,PRECALCULUS,R,"02:30 pm-03:50 pm",Corley,101,"2 / 32 / 42",8/19/2026,12/11/2026,"Jordan, Susan M.","MATH 1914 003, CRN-70309",M,,"Russellville On-campus"
202670,"Fall Term 2026",Undergraduate,70302,MATH,2033,001,01,Active,"MATH CONCEPTS I",MWF,"08:00 am-08:50 am",Corley,102,"5 / 28 / 32",8/19/2026,12/11/2026,"Taylor, Teresa L.","MATH 2033 001, CRN-70302",M,,"Russellville On-campus"
202670,"Fall Term 2026",Undergraduate,70303,MATH,2033,TC1,01,Active,"MATH CONCEPTS I",TBA,TBA,Unassigned,Unassigned,"0 / 25 / na",8/19/2026,12/11/2026,"Taylor, Teresa L.","MATH 2033 TC1, CRN-70303",M,"Web Only: Incl Proctored Exams","Russellville - Location Indeterminate"
202670,"Fall Term 2026",Undergraduate,70304,MATH,2043,001,01,Active,"MATH CONCEPTS II",MWF,"09:00 am-09:50 am",Corley,102,"18 / 28 / 32",8/19/2026,12/11/2026,"Taylor, Teresa L.","MATH 2043 001, CRN-70304",M,,"Russellville On-campus"
202670,"Fall Term 2026",Undergraduate,70274,MATH,2223,001,01,Active,"QUANTITATIVE BUSINESS ANALYSIS",MWF,"10:00 am-10:50 am",Corley,104,"1 / 35 / 36",8/19/2026,12/11/2026,"Cox, Allie M.","MATH 2223 001, CRN-70274",M,,"Russellville On-campus"
202670,"Fall Term 2026",Undergraduate,70287,MATH,2223,002,01,Active,"QUANTITATIVE BUSINESS ANALYSIS",TR,"11:00 am-12:20 pm",Corley,104,"0 / 35 / 36",8/19/2026,12/11/2026,"Cox, Allie M.","MATH 2223 002, CRN-70287",M,,"Russellville On-campus"
202670,"Fall Term 2026",Undergraduate,70275,MATH,2223,TC1,01,Active,"QUANTITATIVE BUSINESS ANALYSIS",TBA,TBA,Unassigned,Unassigned,"0 / 30 / na",8/19/2026,12/11/2026,"Cox, Allie M.","MATH 2223 TC1, CRN-70275",M,"Web Only: Incl Proctored Exams","Russellville - Location Indeterminate"
202670,"Fall Term 2026",Undergraduate,70474,MATH,2243,001,01,Active,CALCULUS-BUSINESS/ECON,TR,"11:00 am-12:20 pm",Corley,102,"10 / 30 / 32",8/19/2026,12/11/2026,"Overduin, Matthew D.","MATH 2243 001, CRN-70474",M,,"Russellville On-campus"
202670,"Fall Term 2026",Undergraduate,70475,MATH,2243,002,01,Active,CALCULUS-BUSINESS/ECON,MWF,"11:00 am-11:50 am",Corley,268,"4 / 30 / 36",8/19/2026,12/11/2026,"Overduin, Matthew D.","MATH 2243 002, CRN-70475",M,,"Russellville On-campus"
202670,"Fall Term 2026",Undergraduate,70313,MATH,2703,001,01,Active,"DISCRETE MATHEMATICS",MWF,"09:00 am-09:50 am",Corley,101,"0 / 30 / 42",8/19/2026,12/11/2026,"Jordan, Susan M.","MATH 2703 001, CRN-70313",M,,"Russellville On-campus"
202670,"Fall Term 2026",Undergraduate,70476,MATH,2703,002,01,Active,"DISCRETE MATHEMATICS",MWF,"02:00 pm-02:50 pm",Corley,267,"0 / 30 / 40",8/19/2026,12/11/2026,"Overduin, Matthew D.","MATH 2703 002, CRN-70476",M,,"Russellville On-campus"
202670,"Fall Term 2026",Undergraduate,70315,MATH,2914,001,01,Active,"CALCULUS I",MWF,"01:00 pm-01:50 pm",Corley,101,"0 / 35 / 42",8/19/2026,12/11/2026,"Jordan, Susan M.","MATH 2914 001, CRN-70315",M,,"Russellville On-campus"
