Attempt,Status,Objective,BestBound,SolveSeconds,CandidateCount,SearchWorkers,SoftPenalty,SoftFindings,HardViolations,WorstOverload,Error
1,optimal,-1175.0,-1175.0,7.6530678000000005,8359,8,10.0,2,0,0.0,
