Attempt,Status,Objective,BestBound,SolveSeconds,CandidateCount,SoftPenalty,SoftFindings,HardViolations,WorstOverload,Error
1,feasible,-625.0,-1565.0,45.0122957,6122,345.0,9,0,4.0,
2,feasible,-515.0,-1597.0,45.010665800000005,6122,235.0,6,0,4.0,
3,feasible,-700.0,-1604.0,45.0121723,6122,195.0,7,0,4.0,
4,feasible,-640.0,-1594.0,45.008520700000005,6122,295.0,9,0,4.0,
5,feasible,-625.0,-1435.0,45.1388528,6122,290.0,8,0,4.0,
